age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,R
40,State-gov,9,Divorced,Exec-managerial,Unmarried,1,0,0,0,45,United-States,0
20,State-gov,10,Never-married,Adm-clerical,Own-child,1,0,0,0,10,United-States,0
40,Self-emp-inc,13,Separated,Craft-repair,Own-child,1,1,0,0,50,United-States,0
20,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
20,Private,8,Never-married,Transport-moving,Not-in-family,1,1,0,0,50,United-States,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,52,United-States,1
20,Private,5,Married-spouse-absent,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
40,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,1,1,0,0,70,United-States,1
60,Private,10,Married-civ-spouse,Exec-managerial,Wife,1,0,0,0,45,United-States,1
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,1,0,0,0,55,United-States,1
50,Self-emp-not-inc,6,Married-civ-spouse,Sales,Husband,1,1,0,0,65,United-States,1
30,?,10,Married-civ-spouse,?,Wife,1,0,0,0,25,United-States,0
30,Private,10,Never-married,Adm-clerical,Other-relative,1,0,0,0,40,United-States,0
20,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,1,1,0,0,45,United-States,0
50,Private,13,Divorced,Exec-managerial,Unmarried,1,0,0,0,35,United-States,0
60,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,30,United-States,1
17,Private,6,Never-married,Sales,Own-child,1,0,0,0,20,United-States,0
60,Private,9,Separated,Transport-moving,Unmarried,0,1,0,0,45,United-States,0
50,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,50,United-States,1
50,Private,9,Divorced,Sales,Not-in-family,1,1,0,0,40,United-States,0
20,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,45,United-States,0
40,Private,6,Divorced,Machine-op-inspct,Not-in-family,1,0,0,0,35,United-States,0
30,Local-gov,13,Divorced,Prof-specialty,Unmarried,1,0,0,0,40,United-States,0
50,Private,10,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,1
40,Private,9,Widowed,Other-service,Unmarried,1,0,0,0,25,United-States,0
30,Private,12,Married-civ-spouse,Tech-support,Husband,1,1,0,0,55,United-States,1
40,Private,4,Married-spouse-absent,Other-service,Unmarried,1,0,0,0,30,United-States,0
20,Private,9,Never-married,Sales,Not-in-family,1,1,0,0,48,United-States,0
20,Private,9,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
18,Private,7,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
70,?,13,Married-civ-spouse,?,Husband,1,1,0,0,6,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,35,United-States,1
40,Private,14,Never-married,Adm-clerical,Not-in-family,0,0,0,0,40,Philippines,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,1672,50,United-States,1
50,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
50,Private,9,Never-married,Exec-managerial,Unmarried,1,1,0,0,40,United-States,0
20,Private,9,Never-married,Adm-clerical,Own-child,0,1,0,2001,40,United-States,0
30,Private,7,Never-married,Craft-repair,Own-child,1,1,0,0,40,United-States,0
30,Private,10,Never-married,Machine-op-inspct,Not-in-family,1,0,0,0,25,United-States,0
19,?,10,Never-married,?,Own-child,1,0,0,0,25,United-States,0
60,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,20051,0,50,United-States,1
20,Federal-gov,8,Never-married,Adm-clerical,Own-child,0,1,0,0,25,United-States,0
50,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,50,United-States,1
50,Private,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
60,?,9,Married-civ-spouse,?,Husband,1,1,0,0,5,United-States,0
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,57,United-States,1
60,Private,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,60,United-States,1
60,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,35,United-States,1
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
60,?,9,Married-civ-spouse,?,Husband,1,1,0,0,18,United-States,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Other-service,Husband,0,1,0,0,40,China,0
30,?,6,Divorced,?,Not-in-family,1,1,0,0,40,Columbia,0
20,Private,9,Never-married,Adm-clerical,Not-in-family,1,0,0,0,52,United-States,0
60,Private,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
30,Private,9,Divorced,Exec-managerial,Not-in-family,1,0,0,0,45,United-States,0
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,2179,40,United-States,1
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,1977,50,United-States,1
20,Private,10,Never-married,Sales,Not-in-family,1,1,0,0,20,United-States,0
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0,0,40,United-States,1
20,Federal-gov,10,Married-civ-spouse,Adm-clerical,Other-relative,1,0,0,0,40,United-States,0
20,Private,9,Never-married,Craft-repair,Not-in-family,1,1,0,0,35,Mexico,0
40,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
20,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,45,United-States,1
40,Private,9,Widowed,Adm-clerical,Unmarried,1,0,0,0,20,United-States,0
20,Private,10,Never-married,Sales,Not-in-family,1,0,0,0,15,United-States,0
30,Self-emp-inc,10,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,60,United-States,1
30,Private,13,Divorced,Exec-managerial,Not-in-family,1,0,0,0,48,United-States,0
20,Private,9,Separated,Other-service,Not-in-family,1,1,0,0,40,United-States,0
40,Private,12,Married-civ-spouse,Craft-repair,Husband,1,1,0,1848,40,United-States,1
30,Private,10,Divorced,Sales,Not-in-family,1,0,3325,0,45,United-States,0
60,Private,6,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
60,Private,10,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,15,United-States,1
20,Private,10,Never-married,Sales,Own-child,1,0,0,0,15,United-States,0
50,Private,13,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,United-States,1
30,Private,10,Divorced,Other-service,Unmarried,1,0,0,0,35,United-States,0
50,Private,13,Never-married,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
40,Local-gov,14,Never-married,Prof-specialty,Not-in-family,1,0,0,0,43,United-States,0
20,?,10,Never-married,?,Own-child,1,0,0,0,35,United-States,0
40,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,0,0,0,0,40,Puerto-Rico,0
30,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
40,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,1
30,Private,3,Married-civ-spouse,Other-service,Husband,0,1,0,0,40,?,0
18,Private,10,Never-married,Other-service,Own-child,1,1,0,0,20,United-States,0
40,Private,11,Married-civ-spouse,Craft-repair,Husband,1,1,3411,0,40,United-States,1
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
40,Private,10,Never-married,Exec-managerial,Unmarried,1,0,0,0,40,United-States,0
50,Private,9,Married-civ-spouse,Sales,Husband,1,1,0,0,60,United-States,1
50,Local-gov,16,Divorced,Prof-specialty,Not-in-family,1,0,10520,0,40,United-States,1
40,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,1977,35,United-States,1
50,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,1
50,Private,11,Divorced,Adm-clerical,Unmarried,1,0,0,0,38,United-States,0
30,Private,13,Never-married,Sales,Not-in-family,1,0,0,0,40,United-States,0
18,?,7,Never-married,?,Own-child,0,1,0,0,15,United-States,0
20,Local-gov,13,Never-married,Prof-specialty,Own-child,1,1,1055,0,40,United-States,0
40,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,45,United-States,1
30,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,1,1,15024,0,60,United-States,1
40,Private,13,Married-spouse-absent,Prof-specialty,Not-in-family,0,1,13550,0,40,Cambodia,1
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,44,United-States,1
20,Private,13,Never-married,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0
20,Local-gov,12,Never-married,Adm-clerical,Not-in-family,1,0,0,1980,40,United-States,0
20,Private,9,Never-married,Prof-specialty,Own-child,1,1,0,0,54,United-States,0
30,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,1485,40,United-States,1
50,Private,6,Divorced,Craft-repair,Not-in-family,1,1,0,0,56,United-States,0
40,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,99999,0,60,United-States,1
50,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,4386,0,55,United-States,1
20,Private,10,Never-married,Sales,Not-in-family,1,1,0,0,40,United-States,0
70,?,9,Widowed,?,Not-in-family,1,0,0,0,14,United-States,0
20,Private,6,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,Mexico,0
50,Private,9,Divorced,Other-service,Unmarried,1,1,0,0,32,United-States,0
60,Private,7,Widowed,Transport-moving,Unmarried,0,1,0,0,40,United-States,0
20,Private,10,Never-married,Sales,Own-child,1,1,0,0,20,United-States,0
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,1,1,15024,0,35,United-States,1
50,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,60,United-States,1
20,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
40,Local-gov,4,Divorced,Other-service,Not-in-family,1,1,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
20,Private,13,Never-married,Prof-specialty,Own-child,1,0,0,0,40,United-States,0
20,Private,12,Divorced,Tech-support,Own-child,1,0,0,1594,25,United-States,0
40,Private,6,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,60,United-States,0
40,Private,16,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,France,1
40,Self-emp-inc,15,Never-married,Craft-repair,Not-in-family,1,1,0,0,50,United-States,1
18,Private,7,Never-married,Other-service,Own-child,1,1,0,0,8,United-States,0
40,Private,9,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,30,United-States,0
30,Private,9,Never-married,Other-service,Unmarried,1,0,0,0,30,United-States,0
60,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,15024,0,45,United-States,1
40,Self-emp-not-inc,3,Married-civ-spouse,Sales,Husband,1,1,0,0,55,Italy,0
40,Private,11,Married-civ-spouse,Prof-specialty,Husband,1,1,0,1902,42,United-States,1
50,Private,3,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,50,United-States,0
20,Private,13,Never-married,Sales,Own-child,1,0,0,0,40,United-States,0
50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,65,United-States,0
18,Private,7,Never-married,Sales,Own-child,1,0,0,0,20,United-States,0
40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,1902,45,United-States,1
30,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,1,1,0,0,50,United-States,0
20,Private,10,Divorced,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,45,United-States,1
20,Private,9,Never-married,Other-service,Unmarried,0,1,0,0,20,Puerto-Rico,0
20,Private,16,Married-civ-spouse,Prof-specialty,Husband,0,1,0,0,60,India,1
30,Private,9,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
60,?,10,Married-civ-spouse,?,Husband,1,1,0,0,40,United-States,1
40,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
50,Private,6,Never-married,Transport-moving,Not-in-family,1,1,0,0,60,United-States,0
40,Self-emp-not-inc,10,Never-married,Sales,Not-in-family,1,1,0,0,55,United-States,0
20,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
17,Self-emp-not-inc,8,Never-married,Handlers-cleaners,Own-child,1,1,0,0,15,United-States,0
30,Private,10,Married-civ-spouse,Other-service,Husband,0,1,0,0,30,United-States,0
20,Private,5,Married-spouse-absent,Other-service,Other-relative,1,1,0,0,35,Mexico,0
40,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,0,1,0,0,80,Philippines,1
40,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
50,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,1,1,15024,0,50,United-States,1
50,Private,13,Married-civ-spouse,Other-service,Other-relative,0,1,0,0,35,Philippines,1
40,Private,16,Married-spouse-absent,Prof-specialty,Not-in-family,1,0,0,0,40,?,1
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,60,United-States,1
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
20,Private,9,Never-married,Other-service,Unmarried,1,1,0,0,40,United-States,0
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
50,?,4,Divorced,?,Unmarried,1,0,0,0,40,United-States,0
30,Private,13,Married-civ-spouse,Sales,Wife,1,0,0,0,35,United-States,1
40,Private,11,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,45,Greece,0
30,Private,10,Divorced,Craft-repair,Not-in-family,1,1,0,1741,40,United-States,0
20,Private,10,Never-married,Handlers-cleaners,Other-relative,1,0,0,0,18,United-States,0
50,Private,9,Never-married,Prof-specialty,Unmarried,1,0,0,323,40,United-States,0
60,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,40,United-States,1
20,Private,10,Never-married,Other-service,Not-in-family,1,1,0,0,32,United-States,0
18,State-gov,9,Never-married,Adm-clerical,Own-child,1,1,0,0,40,United-States,0
30,Federal-gov,11,Never-married,Tech-support,Own-child,0,1,4650,0,40,United-States,0
30,Private,14,Married-civ-spouse,Adm-clerical,Husband,1,1,7688,0,50,United-States,1
20,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,45,Mexico,0
30,State-gov,10,Never-married,Transport-moving,Own-child,0,1,0,0,40,United-States,0
20,Private,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
60,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,42,United-States,0
40,Private,10,Married-civ-spouse,Prof-specialty,Wife,1,0,7298,0,40,United-States,1
40,Private,9,Never-married,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
20,Private,4,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,0
20,Private,4,Never-married,Craft-repair,Own-child,1,1,0,0,40,United-States,0
40,Private,10,Separated,Transport-moving,Not-in-family,1,1,0,0,35,United-States,0
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,1,0,0,40,United-States,1
30,Private,10,Never-married,Adm-clerical,Other-relative,1,0,0,0,20,United-States,0
40,Self-emp-not-inc,10,Separated,Sales,Unmarried,1,0,0,0,50,United-States,0
30,Private,10,Married-civ-spouse,Sales,Husband,1,1,0,0,60,United-States,1
19,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,0,40,United-States,0
30,Private,10,Never-married,Craft-repair,Other-relative,1,1,0,0,40,Mexico,0
30,Private,13,Never-married,Prof-specialty,Not-in-family,1,0,0,0,50,United-States,0
60,Private,3,Married-civ-spouse,Other-service,Husband,0,1,0,0,40,United-States,0
20,Federal-gov,10,Married-civ-spouse,Tech-support,Husband,1,1,0,0,40,United-States,1
30,Private,10,Separated,Adm-clerical,Unmarried,0,0,0,0,40,United-States,0
50,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,40,United-States,1
60,Private,16,Divorced,Prof-specialty,Unmarried,1,1,15020,0,50,United-States,1
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
30,Local-gov,10,Never-married,Adm-clerical,Not-in-family,0,0,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Prof-specialty,Wife,1,0,0,0,35,United-States,1
30,Private,9,Divorced,Exec-managerial,Not-in-family,1,1,0,0,45,United-States,0
20,Private,10,Never-married,Other-service,Own-child,1,1,0,0,30,United-States,0
30,Private,10,Never-married,Sales,Not-in-family,0,1,0,0,26,South,0
30,Private,13,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
30,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,7298,0,50,United-States,1
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,1,1,2290,0,20,United-States,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,0
19,Private,9,Never-married,Other-service,Own-child,1,1,0,0,20,United-States,0
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1,0,0,40,?,1
40,Private,13,Never-married,Adm-clerical,Own-child,1,0,0,0,37,United-States,0
20,Private,8,Never-married,Other-service,Unmarried,0,1,0,0,38,United-States,0
20,Private,10,Divorced,Craft-repair,Own-child,1,1,0,0,40,United-States,0
50,Private,10,Married-civ-spouse,Exec-managerial,Wife,1,0,7688,0,50,United-States,1
20,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,1,1,0,0,65,United-States,1
50,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,35,?,0
40,Private,14,Divorced,Exec-managerial,Unmarried,1,1,7430,0,70,United-States,1
70,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,1,1,0,1825,12,United-States,1
40,State-gov,9,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,38,United-States,1
60,Private,14,Never-married,Prof-specialty,Not-in-family,1,1,0,0,50,United-States,1
20,Private,10,Never-married,Tech-support,Not-in-family,1,0,0,0,40,United-States,0
50,Private,8,Married-civ-spouse,Adm-clerical,Wife,1,0,0,0,40,United-States,1
60,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,1,0,0,40,United-States,1
20,Private,9,Divorced,Machine-op-inspct,Unmarried,1,0,0,0,40,United-States,0
30,Private,8,Never-married,Adm-clerical,Unmarried,1,0,0,0,40,United-States,0
50,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,55,United-States,1
40,Private,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,80,United-States,1
70,Private,7,Never-married,Handlers-cleaners,Own-child,1,1,0,0,40,United-States,0
30,Private,9,Divorced,Adm-clerical,Unmarried,1,0,0,0,40,United-States,0
50,Private,9,Divorced,Craft-repair,Unmarried,1,0,0,0,50,United-States,0
40,Federal-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,1,1,0,0,40,United-States,1
40,Private,9,Married-civ-spouse,Other-service,Husband,0,1,0,0,45,United-States,0
30,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,1,1,7688,0,40,United-States,1
60,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,1,1,0,0,40,United-States,1
40,Private,9,Never-married,Exec-managerial,Not-in-family,0,1,0,0,60,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Unmarried,0,0,0,0,40,United-States,0
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
30,Private,16,Never-married,Prof-specialty,Not-in-family,1,0,0,0,60,United-States,1
70,?,4,Separated,?,Not-in-family,1,0,0,0,15,United-States,0
30,Private,9,Divorced,Machine-op-inspct,Not-in-family,1,0,0,0,25,United-States,0
40,Private,13,Divorced,Sales,Other-relative,1,0,0,0,35,United-States,0
60,Private,9,Divorced,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0
20,Private,11,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,50,United-States,1
50,Private,12,Married-civ-spouse,Tech-support,Husband,1,1,0,0,40,United-States,1
30,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,1,1,0,0,40,United-States,0
20,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,15,United-States,1
30,Private,10,Never-married,Handlers-cleaners,Not-in-family,1,1,0,0,40,United-States,0
17,?,6,Never-married,?,Own-child,1,1,1055,0,30,United-States,0
60,Private,9,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,30,United-States,1
40,Local-gov,10,Married-civ-spouse,Other-service,Husband,1,1,0,1485,40,United-States,1
40,Private,11,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,40,United-States,1
40,Local-gov,9,Separated,Other-service,Not-in-family,0,0,0,0,60,?,0
40,Private,9,Divorced,Other-service,Unmarried,1,0,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Sales,Husband,1,1,0,0,49,United-States,1
20,Private,10,Never-married,Craft-repair,Own-child,1,1,0,0,40,United-States,0
40,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,1902,40,?,1
30,Private,4,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
50,State-gov,9,Separated,Other-service,Not-in-family,1,0,0,0,35,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,1617,25,United-States,0
20,Private,9,Married-civ-spouse,Transport-moving,Husband,0,1,0,0,40,United-States,0
50,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,52,United-States,1
30,Private,9,Married-AF-spouse,Other-service,Other-relative,1,0,0,0,10,United-States,0
20,Private,7,Divorced,Sales,Own-child,1,1,0,0,40,United-States,0
30,Private,11,Divorced,Craft-repair,Unmarried,1,1,0,0,40,United-States,0
60,State-gov,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,United-States,0
40,Private,10,Divorced,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,0
40,Private,9,Separated,Machine-op-inspct,Unmarried,0,0,0,0,40,United-States,0
20,Private,9,Never-married,Machine-op-inspct,Other-relative,1,1,0,0,40,United-States,0
30,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,0,50,United-States,1
30,Private,11,Married-civ-spouse,Sales,Husband,1,1,0,0,50,United-States,1
30,Private,9,Never-married,Prof-specialty,Not-in-family,1,1,0,0,60,United-States,0
20,State-gov,10,Never-married,Tech-support,Own-child,1,0,0,0,10,United-States,0
20,Private,10,Never-married,Sales,Own-child,0,1,0,0,8,India,0
40,Private,4,Married-civ-spouse,Craft-repair,Husband,0,1,0,0,40,United-States,0
40,Private,9,Divorced,Adm-clerical,Not-in-family,1,0,0,0,40,United-States,0
20,Private,13,Never-married,Exec-managerial,Not-in-family,0,1,0,0,40,United-States,0
20,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,0
30,Private,15,Married-civ-spouse,Prof-specialty,Husband,1,1,0,2415,90,United-States,1
40,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,1,1,5013,0,45,United-States,1
30,Private,9,Divorced,Other-service,Unmarried,1,0,0,0,80,United-States,0
20,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,1,0,0,0,40,United-States,1
50,Private,9,Never-married,Handlers-cleaners,Not-in-family,0,1,0,0,40,United-States,0
40,Private,8,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,0
30,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,2407,0,65,United-States,1
40,Private,10,Divorced,Adm-clerical,Unmarried,1,0,0,0,57,United-States,0
20,Private,9,Married-civ-spouse,Adm-clerical,Wife,1,0,0,0,40,United-States,1
50,Private,9,Divorced,Craft-repair,Unmarried,1,1,0,1408,50,United-States,0
30,Private,10,Never-married,Craft-repair,Not-in-family,1,1,0,0,80,United-States,0
30,Private,8,Never-married,Craft-repair,Own-child,0,1,0,0,40,United-States,0
50,?,5,Divorced,?,Not-in-family,1,0,0,0,12,United-States,0
40,Private,9,Separated,Sales,Unmarried,1,0,0,0,45,United-States,0
30,Private,9,Never-married,Craft-repair,Not-in-family,1,1,0,0,45,United-States,0
20,Local-gov,12,Never-married,Protective-serv,Not-in-family,1,1,0,0,52,United-States,0
40,Private,9,Divorced,Craft-repair,Not-in-family,1,1,0,0,40,United-States,0
20,Private,10,Never-married,Craft-repair,Not-in-family,1,1,0,0,40,United-States,0
30,Private,10,Never-married,Adm-clerical,Own-child,1,0,0,2205,40,United-States,0
20,?,10,Never-married,?,Own-child,1,1,0,0,35,United-States,0
60,Private,10,Married-civ-spouse,Transport-moving,Husband,1,1,0,1258,20,United-States,1
30,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,1,1,0,0,40,United-States,0
40,Private,10,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,United-States,1
30,Private,8,Never-married,Handlers-cleaners,Not-in-family,0,1,0,0,40,?,0
20,Private,13,Never-married,Prof-specialty,Own-child,1,1,0,0,40,United-States,0
30,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,1,1,4650,0,40,United-States,1
40,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,1,1,0,0,45,United-States,1
30,Private,9,Divorced,Farming-fishing,Not-in-family,1,1,0,0,70,United-States,0
50,Local-gov,14,Widowed,Prof-specialty,Unmarried,1,0,0,0,45,United-States,1
30,Private,10,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,45,United-States,1
40,Private,9,Married-civ-spouse,Protective-serv,Husband,1,1,0,0,40,United-States,1
50,Private,9,Married-civ-spouse,Prof-specialty,Wife,0,0,0,0,38,Jamaica,1
50,Private,9,Married-civ-spouse,Adm-clerical,Husband,1,1,0,0,40,United-States,1
50,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,1,1,0,0,50,United-States,0
30,Private,9,Never-married,Machine-op-inspct,Not-in-family,1,1,0,0,40,United-States,0
19,State-gov,7,Never-married,Other-service,Own-child,1,1,0,0,30,United-States,0
70,Private,4,Widowed,Protective-serv,Not-in-family,1,0,0,0,12,United-States,0
40,Private,9,Divorced,Machine-op-inspct,Other-relative,1,0,0,0,55,United-States,0
50,Local-gov,14,Divorced,Prof-specialty,Not-in-family,1,0,0,0,40,United-States,1
20,Private,9,Never-married,Craft-repair,Own-child,1,1,0,0,40,United-States,0
20,Self-emp-inc,11,Never-married,Craft-repair,Not-in-family,1,1,0,0,50,United-States,0
20,Private,9,Never-married,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,1,1,0,0,50,United-States,1
20,Private,12,Married-civ-spouse,Prof-specialty,Wife,1,0,0,0,40,United-States,1
30,Private,9,Married-civ-spouse,Adm-clerical,Wife,1,0,0,0,60,United-States,1
